summary,rating,Topic
experience at microsoft,1,0
Nice,1,2
Great place to work with a lot of smart people doing cool things.,1,3
Finance team,1,0
Software engineer,1,1
Super Intense and Interesting,1,3
It's nice being the underdog again.,1,2
Nice moment to be in Microsoft,1,3
"Great people to work with, but the company is heavy on the bureaucracy which impacts cross group collaboration.",1,3
"Good company, could be greate",1,3
Great company,1,3
Nice,1,2
microsoft stack rank system,1,1
Excellent place to work with smart people.,1,2
It's just Microsoft,1,0
I continue to get great opportunities that further my career.,1,2
Great opportunity for experience during and just out of college.,1,3
Still have a lot of great people around,1,3
The best job I've ever had.,1,1
"Many and varied opportunities to make an impact, but the company is still falling into the same traps as the past",1,2
Architect,1,3
"Great benefits and pay package, questionable mid-level managers",1,3
good place to work in the microsoft,1,2
"Pockets of good, pockets of evil",1,2
One of the best technology companies on the planet,1,3
Software Engineer In Test,1,1
Very challenging,1,3
Life of a Software Design Engineer,1,1
High-impact jobs with a great culture,1,0
good company,1,2
Great company to work for,1,3
Great Company to work for while really taking your skills to the next level,1,3
Great company with positive potential,1,3
Great if you are in a right team,1,1
"Amazing resources, smart people, process heavy",1,3
Happy overall!!,1,0
Its very good .,1,2
SDET,1,0
Great company to work with,1,3
A Great Company,1,3
"Could be better, could be worse!!",1,3
"They treat you well, but have no direction, constantly changing direction, and lousy metrics for measuring performance",1,0
MS,1,3
"Non-collaborative, back-stabbing, and every employee for themselves evironment",0,0
Great place to work if your willing to work hard,1,2
Employment at Microsoft,0,1
Global Alliance Manager,1,2
Good experience overall,1,2
One of the greatest paying retail jobs,1,2
"Great people, management settling out",1,3
"Used to be great, but now...",1,2
stable company,1,0
"Great people, but less room to grow",1,3
Can be a lot better,1,3
A great company with amazing earning potential.,1,2
Awesome internship,1,3
"Fantastic workplace for recent college grads, major glass ceilings for mid-career workers.",1,1
Good company,1,2
great company to work in,1,3
work,1,3
Excellent Place to work,1,2
Enjoy working at Mirosoft,1,3
Worst software job of my career,0,1
Marketing Program Manager,0,2
Great company with great Goals!,1,3
Great company to work for,1,3
Great work life balance,1,3
Great company with exciting changes but nothing's perfect,1,1
GPM,0,1
Not what I hoped for.,1,0
Ok but could be better,1,2
"Looks great on a resume, zero work/life balance and review system is still broken",0,3
Good place to work,1,2
Great company,1,3
Great company to work for,1,3
quite comfortable working in here,1,1
Good company to work in,1,2
Used to be fun. Used to be cool. Used to be rewarding,0,2
Great company,1,3
Struggle day by day,1,3
Not a bad company at all,1,3
Solution Specialist,1,0
Software Development Engineer - Amazing experience,1,1
Great place to learn and grow,1,3
Good challenges for career growth.,1,2
Great company that cannot stop getting in its own way,1,3
Hire in at the level you want to stay at. Prepare for a long period between promotions.,1,0
Several companies in one,1,1
Great name recognition...pro and con in today's technology-driven world,1,0
Rich in diversity of experiences,1,0
Untapped potential,1,0
An incredible company looking towards the future.,1,0
Great place to work!,1,3
SDET,1,0
Inside Sales,1,0
Good place to work,1,2
Hired abroad and brought to Redmond ? your clock is ticking once you get too expensive you are out!,0,0
Average,1,1
Probably stayed too long,1,1
awesome place to have a career,1,2
great place to work with smart minds.,1,2
"Nice place to work, but compettive",1,2
PM,1,1
Super company,1,3
Surrounded by great people (Legal Department),1,2
"Lots of potential, lots of bureaucracy",1,3
No more dream company,1,3
Alright,1,2
One of the best companies to work for,1,2
"Beaucratic, but passionate for software",1,1
An amazing place to learn from some of the brightest people.,1,3
Microsoft,1,0
"Hard work, ownership, and bias for action are usually well rewarded.",1,1
"Has been a really great company, but is not as good as it used to be.",1,2
Great overall experience,1,2
Senior Program Manager,1,2
My seven years at Microsoft,0,1
"Good company, not good management",1,2
Veteran Microsoftie,1,0
It was overall a satisfying experience,1,2
Senior Test Lead,1,1
Nice working at Microsoft Research,1,0
Learn how to,1,3
Lethargic place to work.,1,3
Learn how to,1,3
Software Company with innovative products,1,3
"Things are changing... could be good, or bad.",1,2
Wonderful,1,2
Must overcome challenges,1,1
Senior Marketing Manager,1,2
Excellent,1,2
"Sexism at work, old code, boring work",0,0
The new leadership at Microsoft is not as interested in the employee.,0,0
You'll learn more in 1 year at Microsoft than you will in 5 years at many other companies.,1,1
Good company but people with mind set of doing politics to get good reviews,1,0
Software Company with innovative products,1,3
A Mixed bag,1,0
Review,0,1
Fantastic company to work for,1,2
Microsoft Retail,1,0
It started out so promising...,0,3
Great place to work,1,3
Microsoft review,1,1
Cmpetititve,1,1
Was Great. Not so good these days.,1,1
Very big company with a strong competitive culture,1,3
Communications,1,0
"Great products, great team, great benefits",1,3
Plenty of both good and not so good,1,3
"Reasonable work environment, but beware the microsoft manager",0,0
Great company!,1,3
Very good experience as a contractor,1,1
Microsoft is changing,1,2
Challenging company with Smart people to work for,1,3
Microsoft is an Excellent Employer.,1,2
Program Manager,1,2
Application Development Manager,1,1
Great company,1,3
A challenging role working with wonderful people.,1,3
Amazing work/life balance,1,3
Your experience varies widely depending on what group you work for,1,2
Microsoft is a great place to work!,1,3
Loves it.,1,0
"Great people, good work environment",1,3
"Disappointing, a lot of ambition with no execution",1,1
Treated Employees Well but Lots of Bureaucracy,1,3
Great people and not too much bureaucracy.,1,3
"Microsoft - Great Company, Ball-less Managers/Directors",1,2
Best company in the world,1,2
SDE II,1,0
A Company That Can't Seem to Get it Right,0,1
great place to learn,1,3
Company is changing for the better,1,2
Corp. America at its BEST,0,2
Cost reduction means less people doing more work. No QA means low quality product.,0,1
Best company to work with,1,2
"Great people, good work life balance, good products.",1,3
"This is one of the best places to work, hands down.",1,2
A great culture that allows a self-starting person has the freedom to take an idea and drive it to reality.,1,1
Microsoft: Excellent Opportunity to Grow your Skills,1,2
Great Company,1,3
"Challenging work, work/life balance achievable depending on your team and function",1,3
"Huge challenges, scope and scale",1,1
Good place for a career,1,2
"Unparalleled - If you have a chance to work there, take it",1,0
Great company to work for.,1,3
Satisfying and rewarding with a dose of bureaucracy and misdirected leadership,1,3
Microsoft is slow and boring,0,0
Poor management/execution,1,0
"Good place to work, but beware",1,2
I worked at a company acquired by Microsoft. It was horrible watching our previous strong group slowly disintegrate.,1,0
Ok for new grads,1,1
Good company.,1,2
Senior Test Lead,1,1
Stupid management from top-down,0,0
MSFT is changing,1,1
"Great experience, but it still comes down to your direct manager.",1,0
Software development engineer in test,1,1
"Great benefits, tough culture",1,3
You make your own career,1,1
Great learning and personal growth,1,2
Great company,1,3
MSFT is changing,1,1
Very Nice,1,2
"It slowly chips my passion away, day by day",1,3
"Challenging, Lucrative, Risky",1,1
"Good company, treats employees well, tough turnaround situation",1,3
Overall great company as FTE,1,3
A great way to grow your career,1,1
Great place to work and grow,1,3
"My first employer after university, it was a great experience",1,2
Great place to work.,1,3
Mixed,1,0
Great place to start,1,2
"Great Company, Could be Better",1,2
"Great people, great benefits, good company",1,3
Microsoft Store,0,1
It has been unpleasant work environment,0,0
Microsoft is on the right track to be a very successful company in the Cloud world,1,1
Fun at work,1,3
Led integrated field marketing initiatives for Enterprise and Public Sector sales divisions.,1,0
Big company with a lot of possibilities,1,3
Big company with a lot of possibilities,1,3
Good,1,2
A changing company,1,2
"Nice company, not at the top of it's field anymore.",1,2
Be truly global,1,3
"Great for junior H1B Visa candidates, but not a long term career.",0,2
Awesome for engineers,1,3
Finance Analyst,1,0
Challenging and satisfying,1,3
"Innovative, Great People, Great environment",1,3
Experiences here vary greatly with the work group and work group management you join,1,2
Good Place,1,2
Steer Clear,0,0
"A good place to get a balance of interesting problems, steady profit, and job security.",1,3
Good learning experience,1,2
Great Starting Pad for Competitive people,1,1
Awesome place--best of my career,1,2
Great,1,3
"Decent, you get what you're expecting to get there",1,3
Software Development Engineer in Test 2,1,1
Steady Job with Good Benefits but Hard to Move Career Forward,1,0
"Incredible company, horrible retail management.",0,0
Decent pay and excellent benefits,1,3
Good,1,2
Challenging work accompanied with excessive red tape,1,0
Going Down after layoff,0,1
Microsoft learning new tricks,1,1
Corporate VPs - root of all evil,0,0
Great please to learn how to write enterprise software,1,1
Individual success is all that matters,0,1
"Nice job, nice company",1,2
Good working experience,1,2
Microsoft is one of the very few companies that can offer you an opportunity to impact the world!,1,1
New CEO Satya Nadella will Transform,1,3
SDE,1,2
Wooooo,1,1
Reflecting on First Year At Microsoft.,1,3
Ineffective senior management,0,0
