review,rating,split
Fulfillment Centers,negative,val
Plantation Style Work Place,negative,val
I hate Microsoft they suck,negative,val
Not a bad temporary job,negative,val
very good company,positive,val
An empowering and energizing experience,positive,val
Fast-paced tech firm company with suboptimal cooperation across groups,positive,val
Only as a last resort,negative,val
Good company to work for,positive,val
Excellent Workplace! Work with smartest people around.,positive,val
"Professional work environment, great work life balance",positive,val
Doesn't live up to the hype,positive,val
High Rotation,negative,val
An experience worthy of its own comic strip.,negative,val
Just another retail job,negative,val
Great Benefits/Communication Barriers,positive,val
Don't Plan on Staying there long,negative,val
great job for retailers,positive,val
Retrenchment is getting to be a norm,negative,val
good,positive,val
"If Work-Life balance is not important to you, this is the place to work.",negative,val
"So much talent, so good company ..but things changed...",negative,val
Fantastic,positive,val
Amazon Intern,positive,val
Poor work/life balance,negative,val
Content Editor,negative,val
"PS, PA",negative,val
Working at Microsoft,positive,val
Fraud Analyst,negative,val
"Awesome tools, great teammates",positive,val
Sr. Paralegal,positive,val
Software Development engineer,negative,val
FRS,positive,val
"Don't do it,no life, money hungry company ,don't care for people, only management",negative,val
Not as great as people make it out to be,negative,val
"Amazon, Hyderabad",positive,val
Incompetent Management,negative,val
Is okay,negative,val
Great company to work for,positive,val
Advancement and raises are mirages.,negative,val
Stower,negative,val
Lost in confusion,negative,val
"The best company I've worked for, by a mile",positive,val
"Amazing place to work, but very fast paced and competitive",positive,val
WAREHOUSE ASSOCIATE,negative,val
Sales Director,positive,val
Best people to work with and culture,positive,val
Category Leader,negative,val
Senior Quality Assurance Engineer,positive,val
"Amazing for customers, Terrible for employees",negative,val
Terrible company. Treat you like scum,negative,val
Flow lead,negative,val
Great company,positive,val
"For Engineers, this place is a joke",negative,val
Amazon Customer Service,negative,val
No communication,negative,val
It was good,positive,val
"Hard work, long hours, tiring!!! Not everyone is friendly.",negative,val
SDE,negative,val
Technician,positive,val
Fulfillment Associate,negative,val
"Challenging, Friendly, and overall rewarding",positive,val
Ok place to work,positive,val
Amazing Opportunity,positive,val
Great company that keep you impressed day after day,positive,val
new pt warehouse associate,negative,val
Technical specialist,negative,val
"Amazing Company, Terrible Retail Managers",positive,val
Awesome,positive,val
very good experience,negative,val
Such a great job until you understand what you're doing,negative,val
Great Place to Work,positive,val
Amazon,negative,val
"Terrible management , and very dirty place.",negative,val
Investigation Specialist,negative,val
Specialist,positive,val
Worst company to work for,negative,val
Takes really good care of people,positive,val
Quality assurance technician,positive,val
Best Place to Work,positive,val
Great professional experience but with a lot of personal sacrifices,negative,val
Educational yet frustrating at the same time,positive,val
"Don't expect advancement into Management, very hit and miss",negative,val
NOT FOR THOSE REQUIRE WORK LIFE BALANCE BUT FOR REAL EXPERIENCE OF HIGH END TECHNOLOGY,positive,val
This is retail,negative,val
Regional Sales Director,positive,val
RedZone Specialist,positive,val
Great company,positive,val
A very focused company,positive,val
Can be a rewarding experience or a political nightmare depending on management and group.,negative,val
"Still a bit too much of a cult but certainly a fantastic company,",positive,val
"Poor leadership, big company resulting in overlapping work",negative,val
"Good benefits, but...",positive,val
awesome,positive,val
"Political, stale and unimaginative",negative,val
"Great for customers, NOT so much for employees!",negative,val
Like Being In A Cult,negative,val
Time to move on.,positive,val
"Relatively good pay, If you're willing to put in the work",positive,val
Tier 111 pa,negative,val
Not a long term thing,negative,val
IT Support Technician,negative,val
Great company to work for,positive,val
Stower,positive,val
Good company but lots of work,positive,val
You have to know how to play the political game.,negative,val
good place to work,positive,val
Live to Work,negative,val
Horrible Leaders in few teams,negative,val
Software engineer for Test,positive,val
Fulfillment Associate,positive,val
Amazon,positive,val
Fresh associate,negative,val
Amazing company with really bright staff!,positive,val
"Not the place to work, extremely underpaid and overworked",negative,val
Specialist,positive,val
Breakneck pace...,positive,val
Area Manager,negative,val
Get in and get out - make the most of your time,negative,val
Amazon Fulfillment Center,positive,val
associate,negative,val
Technology Solution Professional,negative,val
Customer Suppot,negative,val
iTunes,positive,val
Good,positive,val
Bad,negative,val
very great,positive,val
Good Company,positive,val
Secure,positive,val
Seniour Software Engineer,positive,val
Flexibility and Home Office,positive,val
Sr. Marketing Manager,positive,val
Great company with amazing global platform,positive,val
Transaction risk investigator,positive,val
The best company to work,positive,val
Meh,negative,val
"Reliability Engineering, Mostly Good",positive,val
Amazonian,negative,val
Network Operations Specialist,negative,val
Not all it's cracked up to be,negative,val
Still one of the better places to work,positive,val
Hard labor.,negative,val
going down hill,negative,val
Pressured Monotony,negative,val
Fulfillment associate,positive,val
Software Engineer Intern,positive,val
Great benefits,positive,val
SSP,positive,val
What you hear,negative,val
Great Place to Learn But not have Fun,positive,val
Great experience,positive,val
Worlds worst employer,negative,val
Love the tech,negative,val
Greatest Company I Have Ever Worked For!,positive,val
PMO,positive,val
Big ,negative,val
Meh,negative,val
No work life balance and no growth!!!,negative,val
High tech,positive,val
It's a big deal.,positive,val
Love to work. Its like my home.,positive,val
I had the best ever experience in my 28 years of experience!,positive,val
Best company to work for in the world. I'm blessed to be working for Google.,positive,val
Seasonal Sorting Associate DLA4,negative,val
Apple,positive,val
"Be Warned, Amazon Is Not For The Faint Of Heart",negative,val
Fulfilment associate,negative,val
Great place to start your career.,negative,val
"Great if you work in Washington. Otherwise, not so much.",positive,val
It's a job,negative,val
"Great Company, great values",positive,val
"Some smart people, but bureaucracy and politics like as cancer.",negative,val
MS,positive,val
