review,rating,split
Everyone is expendable,0,train
Wonderful. A good place if you want to keep learning and have challenging work environment.,1,train
transcation risk investigator,1,train
Great Developers but company lacks Innovation and Vision for long term,1,train
FC Associate,0,train
"Apple Retail, do not be fooled by slightly higher pay than average Retail jobs",1,train
It has been a superb experience learning in this open environment as it respects opinion from each individual,1,train
picker,0,train
Big Dog not the Bad Dog.,1,train
Great company if you select the right product or the team,1,train
Not what I expected,0,train
"Google, LA",1,train
Amazing culture built by great people,1,train
SDE 2,0,train
"Overall Great place, but not for everyone",1,train
RF engineer,0,train
Pretty solid,1,train
"If all else fails, be honest",0,train
"Good Benefits, no development",0,train
Microsoft now is different,0,train
"work hard ,no fun and you are history",0,train
Ehh okay.,0,train
Microsoft is moving towards a ,1,train
Amazon HQ shines (even when the weather in Luxembourg doesn't),1,train
Work Somewhere Else,0,train
Their call center is a meat grinder,0,train
Good company to work for,1,train
best place to work,1,train
"Toxic negative environment that is far too internally focused, that they have lost sight of customers.",0,train
Former employee of amazon Hyderabad,0,train
Software Engineer,1,train
Treat you like garbage,0,train
Good place to grow professionally,1,train
"Previous employee, been a few years",0,train
Working for them has made me love sweating at UPS,0,train
Internship Review,1,train
Genius,0,train
Technical Specialist,0,train
Seriously?,0,train
$250 million cash reserves can't pay a living wage,0,train
"Challenging, but lots of room for personal growth",1,train
"Great fit, for people without personality",0,train
Stressful but easy,1,train
Good Company,1,train
Hellish,0,train
too big,0,train
"Monotonous, dull, easy",0,train
warehouse fullfillment,0,train
Warehouse Associate,0,train
AMAZING. DREAM COME TRUE.,1,train
Executive Assistant- AMG,1,train
Inbound Outbound,0,train
Everything You Hear is True,0,train
"management only concerned about numbers, no work-life balance",1,train
Facebook Engineer,0,train
Great Company,1,train
Working for amazon,0,train
EHS Specialist,0,train
Picker,0,train
A strong company to work for.,1,train
Autonomous rough robots,0,train
A Diverse Company with Diverse Experience,0,train
Operations Manager,0,train
Great place to start your career.,1,train
Sales Executive,1,train
Staff Software Engineer,1,train
Good company to be,0,train
MS is broken,0,train
Terrible place to work!,0,train
Eh,1,train
SDET,0,train
Data engineer at Amazon,1,train
good,0,train
Great place to work for non-technical PMs with backbone,1,train
Program Manager,1,train
Great for part time students,0,train
Great place with high rewards and risks,0,train
Don't let them talk you into their job level BS...,0,train
amazon,1,train
Amazon,1,train
Process assistant,0,train
Senior Oracle DBA Consultant,1,train
Outbound Area Manager( Stressful Environment and Pathetic WorkLife Balance),0,train
Decent place to work,0,train
Problem Solver Associate,1,train
good,1,train
RDU5 Sortation Center.,0,train
I don't recommend unless you're desperate for a job!,0,train
Good Benefits,1,train
1000 mid-sized / small companies under 1 name,1,train
Quality Analyst,0,train
"Great experience, but not worth the stress",0,train
Great warehouse job!,1,train
Do not practice what they preach,0,train
Apple,1,train
¨¦viter AppleCare,0,train
Toxic boss,0,train
Good place to work,1,train
Tier 3 / TRA,0,train
Manager,1,train
Challenging,0,train
Worst of all places I worked at (out of 7 employers in total),0,train
People are impressed,1,train
Awesome fast paced not for everyone,1,train
Warehouse Associate,0,train
Account Coordinator,1,train
"If you are Normal or Nice Person, Run in the other direction",0,train
"Can be good or terrible, depending on your manager",1,train
Channel Manager,1,train
HR Manager,1,train
job experience,0,train
It is okay.,0,train
Campus Associate Position,0,train
unwanted and unloved but i make them alot of money,0,train
Great Employer,1,train
"Awesome, if you're in a good team",1,train
A great decade,1,train
Family Rooms Specialist,1,train
Incredibly Competitive,0,train
very good work culture.,1,train
Ditch the Review Model before your 'get things done' folks are gone,0,train
"Works for Many, not for All....",0,train
Company is still looking for a direction,0,train
Warehouse Operative,0,train
One of the best places to work at because of the work culture and the things it does for its customers,1,train
"Can be great, but watch your back",0,train
Best option for wsrehouse,1,train
Sell your sould to Mr.Bezos,0,train
Software Engineer,1,train
Disappointed,0,train
Great place to work and learn,1,train
Not feeling good,0,train
Harsh,0,train
Area Manager II,0,train
associate,0,train
Lower Your Expectations,0,train
Technical Specialist,0,train
Finance,1,train
Hard working place. Sometimes hard to work,1,train
SMART goals nearly non-existant. Extroverted personalities welcomed,0,train
Clinically depressed after 3 years. No use in trying to move up. Just here for a paycheck and insurance.,0,train
The culture has been is slipping and has not found its bottom yet,0,train
Excellent experience @ scale,1,train
Fulfillment specialist,0,train
Apple,0,train
Don't work here,0,train
Product Manager,1,train
Great step toward Genius,1,train
Amazon,1,train
You're career will crash due to the old school culture,0,train
Human Resources,1,train
Stower,0,train
Great place to work,1,train
Failure Analysis Engineer,1,train
"Too much busy-ness, not enough real deliverables",0,train
Going Downhill,0,train
Amazon is great,1,train
Software Engineer,1,train
Not worth it,0,train
AppleCare,0,train
Logistics Specialist,0,train
"unless you work 12 hours a day, you have no chance for promotion, garbage culture, garbage cafes",0,train
awesome amazon,1,train
Working At Amazon,1,train
Fulfillment center,1,train
Internship,1,train
Seasonal Employment,1,train
A better place to start,1,train
Could be so much more efficient,1,train
Use to be great,0,train
Loved the compnay and the people,0,train
Not a very good company to work for. Not pro school.,0,train
Seller Support Associate,1,train
"I loved a lot of things about Apple, but at the end of the day it was just another retail job.",1,train
Great Learning Opportunity,1,train
Fulfillment Associate,1,train
Living the dream,1,train
chief of staff,1,train
Amazon Local,0,train
Everything is cool except the salary!!,0,train
6 months on board ... New Hire!,1,train
AWS Premium Support is a call centre,0,train
Great Company - Opportunity and Pressure,1,train
Best Environment- with more poltics,0,train
Has High potential but needs to change its culture,1,train
Great work environment (other than politics),1,train
Strict!,0,train
Not worth the stress,0,train
Not worth it..,0,train
Fantastic workplace,1,train
"If you can deal with the cons go for it! If not, then run!!",0,train
Diverse and enlightening.,1,train
Great company to work for,1,train
Multicultural and crowded with .NET,0,train
hard work and not enough pay,0,train
Director,1,train
"Work hard, play hard",1,train
Shift Manager,0,train
Worst job i've ever had,0,train
Amazon,0,train
MSFT,1,train
Awesome work environment,1,train
"Very smart people, but too much internal friction means wasted potential",1,train
Supervisor,0,train
Packer,1,train
"Good Package, very poor work environment",0,train
"Used to be decent, but the downward spiral seems to be consistent.",0,train
Amazing place,1,train
Bitter sweet,0,train
Good but unstable,0,train
Think before you jump in,0,train
Horabile place to work ever,0,train
Team Manager,1,train
Microsoft Intern,1,train
Outstanding,1,train
Software Engineer,1,train
OPS Manager,0,train
Very good experience in apple.,1,train
Get ready to become a workaholic,1,train
network support engineer,1,train
SDE III,0,train
"They may no longer use stack ranking, but the people managers and the culture haven't changed",0,train
Apple Redzone,1,train
Apple At Home Advisor,1,train
Leadership makes a difference,0,train
Great,1,train
Busy,0,train
Area Manager Intern,1,train
Apple Store Employee,1,train
Financial Analyst & Business Analyst,1,train
The job was entry level buy the amount of work for that pay it's outrageous.,0,train
Great place to start your career but don't stay too long!,1,train
Amazon - The Story of how God Created Hell,0,train
Amazing,1,train
Hell Would Be Better,0,train
"Easy job, but overbearing management.",0,train
Satisfactory,0,train
"Immense learning, great culture and work quality",1,train
"Work hard, have no fun and make yourself history",0,train
Lost in the Sause,0,train
fulfillment,0,train
senior sdet lead,1,train
Company review,1,train
Part Time Employee,1,train
A Once Amazing Culture is Slipping Away,0,train
Great Company but can be better,1,train
Very fast paced working environment,1,train
Not at all what it says on the tin,0,train
Microsoft Experience,1,train
Worst Employer of All Time,0,train
good,1,train
Worst experience of my life.,0,train
Apple Campus Representative,1,train
Software Developer,1,train
Great Place for a Techie,1,train
Marketing,0,train
"Great, but gets old",1,train
Discrimination--they rarely hire college students,0,train
It's all about perspective,1,train
Even Netflix has its warts,1,train
Google Analyst,1,train
ok company to work for but if you are for the large scale operations experience,1,train
Customer Support Expert,1,train
worst management I have ever worked with,0,train
Wonderful place to work,1,train
Principal Software Eng Mgr,1,train
Custom centricity is good but don't forget ur employees!!,1,train
Don't go there,0,train
Great experience!,1,train
"Once great, now full of fail",0,train
Satisfied so far,1,train
Meh.,0,train
overall a great place to work,1,train
Review Related to Employee Refferal,1,train
No communication and unclear direction,0,train
It's what you make of it,1,train
"A toxic, cult-like environment",0,train
Great work environment,1,train
Sfa,1,train
Being a Specialist at Apple,0,train
Software Engineer,1,train
Company review,0,train
Pit of Despair,0,train
No more Apple juice. A Peek behind the curtain.,0,train
I loved it although I was fired wrongfully I loved my job.,1,train
Warehouse Associate,1,train
